,words,sentiments
1796,"you'll be managing your life jejeje on your own lane tenaciously while some people will still be hating on this single fact.if i ask you for bread, you won't gimme, show me road, you won't cut soap for me, so, how do you appreciate your thunder?vim or volkswagen?",Positive
1797,"it's normal in boarding house settings.a girl in cssj had this, we'd to keep awake in order to for us to believe this as her school mother was always pinning her down not to stand up.",Negative
1798,even if it's using a phone to record and store on google cloud. it's something.,Neutral
1799,"this is how to communicate.not deflecting, not gaslighting. making excuses for the other person just in case you're the guilty party.",Negative
1800,"so when anybody tells you "" let's go with the flow"", "" i just go with vibes"", let this ot help you.",Neutral
1801,northerner or northern muslim?i think they believe they've nothing to lose seeing we value different things.,Neutral
1802,see flinging,Neutral
1803,": control your excitement in the presence of people. you'd tell some people the source of your excitement, they'd ""celebrate""...",Neutral
1804,that viral video of santi is so funny on tiktok,Positive
1805,"my old tailor used the design i gave her for someone else but couldn't see mine.kpe, the lady is based in the east. me, i'm based in west coast abi.",Positive
1806,"very correct. they'd all come out to say, she blasphemed without any proof.",Positive
1807,"he pointed at her directly in the eye speaking hausa and we gathered to intervene.apparently, he was surrounded and understood his fault. she was directed and we all went our way.recommendation: love your neighbor as yourself. stop being self-absorbed, be a peace vessel.",Positive
1808,"a hausa keke driver almost slapped a lady right in front of a heavily guarded estate. the issue: she didn't know her way round but he felt she misled him and wants his naira and she refused to pay cos he said he knew the way.he didn't.a man held his hands, she held him as",Positive
1809,working overtime,Neutral
1810,here we go,Neutral
1811,: this idrissagueye situation shows just why the lgbtq+ community is heavily disliked by many people. you cry for human righ...,Positive
1812,: the arab world has a massive anti-blackanti-african racism problem,Neutral
1813,": dear pdp, it is peter obi or nothing.",Neutral
1814,"smh, why are people like this",Neutral
1815,some people are cringe,Neutral
1816,: mi feel too entitled that's why he fell off. imagine him saying they should have arranged a meeting fo...,Neutral
1817,bookmarked,Neutral
1818,the humans who appreciate life on every form,Neutral
1819,nigerians!stop texting and driving!use your head!,Neutral
1820,that person is even a she.,Neutral
1821,maybe.,Neutral
1822,we're wicked to ourselves in this country.heard this big shot in nddc who pays their driver k per month.no extra package or perk. and goes ahead to borrow from the man and accuse him of theft when she gets drunk. which is a constant bdw. this woman swims in dollars yet..,Negative
1823,"noooo, i meant to write achoghi'm. i need my waist intact.",Neutral
1824,your type will pay their driver k per month and still deny them breakfast and lunch.,Neutral
1825,okwa i ma anyi nile achoro umu nwoke nwere ogologo osisi maka living long and healthy is my goal.,Positive
1826,ha!,Neutral
1827,"now i understand why nigerians believe you will enter lag by december.uncle lionheart, this wasn't in the agreement, focus ooo!",Neutral
1828,do you believe that good finish last?,Positive
1829,"thank god for my mom, she modeled it all to me. i will do same to mine.",Neutral
1830,they should do the nigerian version.i'd like to see it.,Neutral
1831,"you see that reflection time, where you begin to assess your life, progress, your joy level.hehehehe.",Positive
1832,god abeg o!,Neutral
1833,gbammm!,Neutral
1834,"people who cook and beat their chest need to do the ""aja"" test.cos, all the ingredients and time in the kitchen then one spoonful and you're spitting the whole joy out is a big no.",Positive
1835,na you go chop this buffet laslas. cos why.,Neutral
1836,e dey happen.,Neutral
1837,"i just told my friend, in my next life, i don't want to be a teacher.not in nigeria, not for anybody.it must be in my own terms and i must be paid millions to do it.nahhh, the trauma is too much no matter how ""passionate"".",Positive
1838,"just don't succumb to anger, take it easy.this advice too is for me, lol.",Positive
1839,: is it possible to send all aboki okad...,Neutral
1840,"embrace every experience you get and be open to unexpected changes, it'll help you cope.oh yeah! nothing is below you as you'll soon see that even when you make plans they almost never turn out as expected. take care of your health, what you eat and your body.",Positive
1841,: nigerians are barbarians. the great delusion we've had in this country is the lie that we are good people. we are not go...,Positive
1842,: justicefordave,Neutral
1843,: sure your mom wished for hers but got you instead,Positive
1844,amen. thank you.,Neutral
1845,amen. thanks brother.,Positive
1846,"lord knows, i really try, i push, yunno.it is well.",Positive
1847,"every one of them who stole got the blessing of whoever put them there.by the time they're done with this country, we won't have anything called coffers.",Neutral
1848,": man was + as at sef bro, he should have retired then - you know who appointed him back.why?prob...",Neutral
1849,"no news from nigeria is worth sharing.is it education, agric, economic, electricity, security, or political.if it isn't god keeping us from a series of self-destruct i dunno what is. it takes super-humans with nothing to still keep on pushing.",Positive
